Drone,Time,North,East,Altitude,Vx,Vy
1, 0.30, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.30, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.31, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.31, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.32, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.32, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.33, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.33, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.34, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.34, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.35, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.35, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.36, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.36, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.37, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.37, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.38, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.38, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.39, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.39, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.40, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.40, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.41, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.41, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.42, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.42, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.43, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.43, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.44, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.44, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.45, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.45, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.46, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.46, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.47, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.47, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.48, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.48, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.49, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.49, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.50, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.50, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.51, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.51, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.52, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.52, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.53, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.53, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.54, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.54, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.55, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.55, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.56, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.56, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.57, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.57, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.58, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.58, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.59, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.59, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.60, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.60, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.61, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.61, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.62, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.62, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.63, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.63, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.64, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.64, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.65, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.65, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.66, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.66, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.67, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.67, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.68, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.68, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.69, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.69, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.70, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.70, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.71, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.71, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.72, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.72, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.73, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.73, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.74, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.74, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.75, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.75, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.76, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.76, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.77, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.77, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.78, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.78, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.79, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.79, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.80, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.80, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.81, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.81, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.82, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.82, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.83, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.83, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.84, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.84, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.85, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.85, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.86, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.86, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.87, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.87, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.88, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.88, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.89, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.89, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.90, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.90, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.91, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.91, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.92, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.92, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.93, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.93, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.94, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.94, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.95, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.95, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.96, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.96, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.97, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.97, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.98, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.98, 7.19, 29.74, -0.00, 2.04, -4.17
1, 0.99, 22.96, -1.35, -0.00, 4.69, -0.61
2, 0.99, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.00, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.00, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.01, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.01, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.02, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.02, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.03, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.03, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.04, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.04, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.05, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.05, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.06, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.06, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.07, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.07, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.08, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.08, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.09, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.09, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.10, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.10, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.11, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.11, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.12, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.12, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.13, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.13, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.14, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.14, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.15, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.15, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.16, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.16, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.17, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.17, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.18, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.18, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.19, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.19, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.20, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.20, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.21, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.21, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.22, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.22, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.23, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.23, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.24, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.24, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.25, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.25, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.26, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.26, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.27, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.27, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.28, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.28, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.29, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.29, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.30, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.30, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.31, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.31, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.32, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.32, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.33, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.33, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.34, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.34, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.35, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.35, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.36, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.36, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.37, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.37, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.38, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.38, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.39, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.39, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.40, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.40, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.41, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.41, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.42, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.42, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.43, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.43, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.44, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.44, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.45, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.45, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.46, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.46, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.47, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.47, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.48, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.48, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.49, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.49, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.50, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.50, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.51, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.51, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.52, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.52, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.53, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.53, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.54, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.54, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.55, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.55, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.56, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.56, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.57, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.57, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.58, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.58, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.59, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.59, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.60, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.60, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.61, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.61, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.62, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.62, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.63, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.63, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.64, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.64, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.65, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.65, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.66, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.66, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.67, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.67, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.68, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.68, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.69, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.69, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.70, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.70, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.71, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.71, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.72, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.72, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.73, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.73, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.74, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.74, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.75, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.75, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.76, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.76, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.77, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.77, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.78, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.78, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.79, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.79, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.80, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.80, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.81, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.81, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.82, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.82, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.83, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.83, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.84, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.84, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.85, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.85, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.86, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.86, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.87, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.87, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.88, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.88, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.89, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.89, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.90, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.90, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.91, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.91, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.92, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.92, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.93, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.93, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.94, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.94, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.95, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.95, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.96, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.96, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.97, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.97, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.98, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.98, 7.19, 29.74, -0.00, 2.04, -4.17
1, 1.99, 22.96, -1.35, -0.00, 4.69, -0.61
2, 1.99, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.00, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.00, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.01, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.01, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.02, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.02, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.03, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.03, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.04, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.04, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.05, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.05, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.06, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.06, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.07, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.07, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.08, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.08, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.09, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.09, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.10, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.10, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.11, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.11, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.12, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.12, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.13, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.13, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.14, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.14, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.15, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.15, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.16, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.16, 7.19, 29.74, -0.00, 2.04, -4.17
1, 2.17, 22.96, -1.35, -0.00, 4.69, -0.61
2, 2.17, 7.19, 29.74, -0.00, 2.04, -4.17
