Drone,Time,North,East,Altitude,Vx,Vy
2, 0.13, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.13, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.14, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.14, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.14, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.15, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.15, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.15, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.16, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.16, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.16, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.17, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.17, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.17, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.18, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.18, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.18, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.19, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.19, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.19, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.20, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.20, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.20, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.21, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.21, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.21, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.22, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.22, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.22, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.23, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.23, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.23, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.24, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.24, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.24, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.25, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.25, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.25, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.26, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.26, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.26, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.27, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.27, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.27, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.28, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.28, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.28, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.29, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.29, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.29, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.30, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.30, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.30, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.31, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.31, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.31, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.32, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.32, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.32, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.33, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.33, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.33, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.34, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.34, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.34, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.35, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.35, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.35, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.36, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.36, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.36, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.37, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.37, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.37, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.38, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.38, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.38, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.39, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.39, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.39, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.40, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.40, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.40, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.41, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.41, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.41, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.42, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.42, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.42, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.43, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.43, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.43, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.44, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.44, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.44, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.45, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.45, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.45, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.46, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.46, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.46, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.47, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.47, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.47, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.48, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.48, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.48, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.49, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.49, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.49, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.50, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.50, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.50, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.51, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.51, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.51, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.52, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.52, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.52, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.53, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.53, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.53, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.54, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.54, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.54, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.55, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.55, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.55, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.56, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.56, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.56, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.57, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.57, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.57, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.58, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.58, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.58, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.59, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.59, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.59, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.60, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.60, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.60, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.61, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.61, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.61, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.62, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.62, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.62, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.63, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.63, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.63, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.64, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.64, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.64, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.65, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.65, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.65, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.66, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.66, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.66, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.67, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.67, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.67, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.68, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.68, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.68, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.69, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.69, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.69, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.70, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.70, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.70, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.71, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.71, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.71, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.72, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.72, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.72, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.73, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.73, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.73, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.74, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.74, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.74, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.75, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.75, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.75, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.76, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.76, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.76, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.77, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.77, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.77, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.78, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.78, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.78, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.79, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.79, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.79, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.80, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.80, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.80, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.81, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.81, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.81, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.82, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.82, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.82, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.83, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.83, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.83, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.84, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.84, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.84, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.85, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.85, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.85, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.86, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.86, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.86, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.87, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.87, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.87, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.88, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.88, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.88, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.89, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.89, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.89, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.90, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.90, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.90, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.91, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.91, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.91, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.92, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.92, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.92, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.93, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.93, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.93, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.94, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.94, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.94, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.95, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.95, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.95, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.96, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.96, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.96, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.97, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.97, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.97, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.98, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.98, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.98, 299.91, 200.09, -0.00, 2.64, -1.21
1, 0.99, 300.00, 200.00, -0.00, 0.07, 0.37
2, 0.99, 299.47, 199.86, -0.00, -1.62, -0.39
3, 0.99, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.00, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.00, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.00, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.01, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.01, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.01, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.02, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.02, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.02, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.03, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.03, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.03, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.04, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.04, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.04, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.05, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.05, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.05, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.06, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.06, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.06, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.07, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.07, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.07, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.08, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.08, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.08, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.09, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.09, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.09, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.10, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.10, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.10, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.11, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.11, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.11, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.12, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.12, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.12, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.13, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.13, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.13, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.14, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.14, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.14, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.15, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.15, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.15, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.16, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.16, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.16, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.17, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.17, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.17, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.18, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.18, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.18, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.19, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.19, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.19, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.20, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.20, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.20, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.21, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.21, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.21, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.22, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.22, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.22, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.23, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.23, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.23, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.24, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.24, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.24, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.25, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.25, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.25, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.26, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.26, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.26, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.27, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.27, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.27, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.28, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.28, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.28, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.29, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.29, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.29, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.30, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.30, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.30, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.31, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.31, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.31, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.32, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.32, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.32, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.33, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.33, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.33, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.34, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.34, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.34, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.35, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.35, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.35, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.36, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.36, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.36, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.37, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.37, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.37, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.38, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.38, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.38, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.39, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.39, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.39, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.40, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.40, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.40, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.41, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.41, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.41, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.42, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.42, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.42, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.43, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.43, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.43, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.44, 300.00, 200.00, -0.00, 0.07, 0.37
2, 1.44, 299.47, 199.86, -0.00, -1.62, -0.39
3, 1.44, 299.91, 200.09, -0.00, 2.64, -1.21
1, 1.45, 300.00, 200.00, -0.00, 0.07, 0.37
