Drone,Time,North,East,Altitude,Vx,Vy
3, 0.06, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.06, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.06, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.06, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.06, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.06, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.06, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.06, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.07, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.07, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.07, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.07, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.07, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.07, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.07, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.07, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.07, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.07, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.08, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.08, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.08, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.08, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.08, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.08, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.08, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.08, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.08, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.08, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.09, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.09, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.09, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.09, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.09, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.09, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.09, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.09, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.09, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.09, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.10, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.10, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.10, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.10, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.10, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.10, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.10, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.10, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.10, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.10, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.11, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.11, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.11, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.11, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.11, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.11, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.11, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.11, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.11, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.11, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.12, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.12, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.12, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.12, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.12, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.12, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.12, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.12, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.12, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.12, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.13, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.13, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.13, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.13, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.13, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.13, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.13, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.13, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.13, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.13, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.14, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.14, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.14, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.14, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.14, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.14, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.14, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.14, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.14, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.14, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.15, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.15, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.15, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.15, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.15, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.15, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.15, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.15, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.15, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.15, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.16, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.16, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.16, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.16, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.16, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.16, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.16, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.16, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.16, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.16, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.17, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.17, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.17, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.17, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.17, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.17, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.17, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.17, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.17, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.17, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.18, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.18, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.18, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.18, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.18, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.18, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.18, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.18, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.18, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.18, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.19, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.19, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.19, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.19, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.19, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.19, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.19, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.19, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.19, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.19, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.20, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.20, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.20, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.20, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.20, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.20, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.20, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.20, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.20, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.20, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.21, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.21, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.21, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.21, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.21, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.21, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.21, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.21, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.21, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.21, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.22, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.22, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.22, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.22, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.22, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.22, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.22, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.22, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.22, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.22, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.23, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.23, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.23, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.23, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.23, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.23, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.23, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.23, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.23, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.23, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.24, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.24, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.24, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.24, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.24, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.24, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.24, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.24, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.24, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.24, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.25, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.25, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.25, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.25, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.25, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.25, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.25, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.25, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.25, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.25, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.26, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.26, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.26, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.26, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.26, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.26, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.26, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.26, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.26, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.26, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.27, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.27, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.27, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.27, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.27, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.27, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.27, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.27, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.27, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.27, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.28, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.28, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.28, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.28, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.28, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.28, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.28, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.28, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.28, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.28, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.29, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.29, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.29, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.29, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.29, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.29, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.29, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.29, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.29, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.29, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.30, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.30, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.30, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.30, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.30, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.30, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.30, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.30, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.30, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.30, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.31, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.31, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.31, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.31, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.31, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.31, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.31, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.31, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.31, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.31, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.32, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.32, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.32, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.32, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.32, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.32, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.32, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.32, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.32, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.32, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.33, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.33, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.33, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.33, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.33, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.33, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.33, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.33, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.33, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.33, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.34, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.34, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.34, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.34, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.34, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.34, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.34, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.34, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.34, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.34, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.35, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.35, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.35, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.35, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.35, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.35, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.35, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.35, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.35, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.35, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.36, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.36, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.36, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.36, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.36, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.36, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.36, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.36, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.36, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.36, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.37, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.37, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.37, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.37, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.37, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.37, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.37, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.37, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.37, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.37, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.38, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.38, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.38, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.38, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.38, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.38, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.38, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.38, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.38, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.38, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.39, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.39, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.39, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.39, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.39, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.39, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.39, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.39, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.39, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.39, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.40, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.40, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.40, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.40, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.40, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.40, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.40, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.40, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.40, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.40, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.41, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.41, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.41, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.41, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.41, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.41, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.41, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.41, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.41, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.41, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.42, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.42, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.42, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.42, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.42, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.42, 161.77, 157.26, -0.00, -1.43, -2.40
7, 0.42, 94.71, 148.17, -0.00, 2.30, -0.08
8, 0.42, 205.31, 151.78, -0.00, -2.30, 0.08
9, 0.42, 138.80, 147.02, -0.00, 1.96, 1.60
10, 0.42, 161.20, 152.98, -0.00, -1.88, -1.62
1, 0.43, 78.93, 112.83, -0.00, 4.95, 1.43
2, 0.43, 57.09, 158.33, -0.00, 4.25, -2.66
3, 0.43, 242.92, 141.66, -0.00, -4.25, 2.67
4, 0.43, 221.07, 187.17, -0.00, -4.95, -1.44
5, 0.43, 138.22, 142.71, -0.00, 1.34, 2.46
6, 0.43, 161.77, 157.26, -0.00, -1.43, -2.40
