Drone,Time,North,East,Altitude,Vx,Vy
1, 0.68, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.68, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.68, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.69, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.69, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.69, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.70, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.70, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.70, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.71, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.71, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.71, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.72, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.72, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.72, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.73, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.73, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.73, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.74, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.74, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.74, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.75, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.75, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.75, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.76, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.76, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.76, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.77, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.77, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.77, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.78, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.78, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.78, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.79, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.79, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.79, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.80, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.80, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.80, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.81, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.81, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.81, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.82, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.82, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.82, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.83, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.83, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.83, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.84, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.84, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.84, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.85, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.85, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.85, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.86, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.86, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.86, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.87, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.87, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.87, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.88, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.88, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.88, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.89, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.89, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.89, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.90, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.90, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.90, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.91, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.91, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.91, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.92, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.92, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.92, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.93, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.93, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.93, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.94, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.94, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.94, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.95, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.95, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.95, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.96, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.96, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.96, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.97, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.97, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.97, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.98, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.98, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.98, -0.02, -0.09, -0.00, 0.71, 3.37
1, 0.99, 0.30, 0.68, -0.00, 0.26, 0.47
2, 0.99, 4.92, 50.21, -0.00, -2.49, -6.54
3, 0.99, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.00, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.00, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.00, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.01, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.01, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.01, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.02, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.02, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.02, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.03, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.03, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.03, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.04, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.04, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.04, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.05, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.05, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.05, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.06, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.06, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.06, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.07, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.07, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.07, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.08, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.08, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.08, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.09, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.09, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.09, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.10, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.10, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.10, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.11, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.11, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.11, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.12, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.12, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.12, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.13, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.13, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.13, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.14, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.14, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.14, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.15, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.15, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.15, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.16, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.16, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.16, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.17, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.17, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.17, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.18, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.18, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.18, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.19, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.19, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.19, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.20, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.20, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.20, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.21, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.21, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.21, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.22, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.22, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.22, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.23, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.23, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.23, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.24, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.24, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.24, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.25, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.25, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.25, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.26, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.26, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.26, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.27, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.27, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.27, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.28, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.28, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.28, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.29, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.29, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.29, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.30, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.30, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.30, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.31, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.31, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.31, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.32, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.32, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.32, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.33, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.33, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.33, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.34, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.34, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.34, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.35, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.35, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.35, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.36, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.36, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.36, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.37, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.37, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.37, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.38, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.38, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.38, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.39, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.39, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.39, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.40, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.40, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.40, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.41, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.41, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.41, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.42, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.42, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.42, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.43, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.43, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.43, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.44, 0.30, 0.68, -0.00, 0.26, 0.47
2, 1.44, 4.92, 50.21, -0.00, -2.49, -6.54
3, 1.44, -0.02, -0.09, -0.00, 0.71, 3.37
1, 1.45, 0.30, 0.68, -0.00, 0.26, 0.47
